ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,RPL_THEMES,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,E_MINRTY,M_MINRTY,EP_MINRTY,MP_MINRTY,EPL_MINRTY,SPL_THEME3,RPL_THEME3,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL
39,Ohio,OH,39125,Paulding,39125,"Paulding County, Ohio",0.2874,416.4346507,18742,0,8764,62,7692,215,3445,502,396,102,1301,211,1312,179,934,214,18.6,2.7,4.5,1.2,16.9,2.7,10.1,1.4,5,1.1,0.3103,0.3678,0.046,0.5747,0.2184,1.5172,0.1724,3511,41,4412,26,3125,293,468,127,94,82,18.7,0.2,23.5,0.1,16.8,1.5,6.1,1.6,0.5,0.5,0.6207,0.7701,0.7011,0.6437,0.5172,3.2528,0.977,1480,92,7.9,0.5,0.5057,0.5057,0.5057,133,59,637,145,124,57,295,75,98,96,1.5,0.7,7.3,1.7,1.6,0.7,3.8,0.9,0.5,0.5,0.1034,0.6092,0.6667,0.1149,0,1.4942,0.1034,6.7699,14946,3339,490,107,42,905,0,49,22,22,23,10,9,387,73,0,0,17.9,0.1,0.6,0.2,4.8,0,0.3,0.1,0.1,0.1,0.1,0.1,2.1,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39127,Perry,39127,"Perry County, Ohio",0.6322,407.9337824,36076,0,15361,74,13216,349,8764,978,992,219,2986,378,3111,404,2157,500,24.7,2.7,6.1,1.3,22.6,2.8,12.5,1.6,6,1.4,0.6782,0.8621,0.3103,0.7816,0.5632,3.1954,0.7241,6081,133,8494,58,7190,570,765,211,25,102,16.9,0.4,23.5,0.2,20.1,1.6,5.8,1.6,0.1,0.3,0.2184,0.7701,0.8621,0.5517,0.0345,2.4368,0.4828,1282,220,3.6,0.6,0.046,0.046,0.046,508,168,2539,309,269,104,965,257,344,160,3.3,1.1,16.5,2,2,0.8,7.3,1.9,1,0.4,0.4598,0.8851,0.8621,0.7011,0.0805,2.9886,0.7701,8.6668,27953,6891,956,257,132,319,0,32,33,80,71,22,55,556,141,16,16,19.3,0.1,0.7,0.4,0.9,0,0.1,0.1,0.2,0.2,0.1,0.2,1.5,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39129,Pickaway,39129,"Pickaway County, Ohio",0.4598,501.2280005,58112,0,21539,198,19808,375,10653,1104,1157,288,4325,509,5276,580,2971,574,19.9,2.1,4.4,1.1,21.8,2.5,13,1.4,5.5,1.1,0.3908,0.3218,0.5057,0.8161,0.3678,2.4022,0.4253,9071,66,12475,116,8616,650,1427,311,221,126,15.6,0.1,21.5,0.2,16,1.2,7.2,1.6,0.4,0.2,0.1149,0.2644,0.5862,0.8391,0.3448,2.1494,0.2414,4435,393,7.6,0.7,0.4598,0.4598,0.4598,271,118,1523,218,383,133,1029,309,4542,525,1.3,0.5,7.1,1,1.9,0.7,5.2,1.6,7.8,0.9,0.0805,0.5862,0.7931,0.3333,0.954,2.7471,0.6207,7.7585,48519,6168,1117,1864,161,862,0,300,172,162,110,0,29,1239,269,8,8,11.5,0.1,3.2,0.3,1.5,0,0.5,0.3,0.3,0.2,0,0.1,2.1,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
39,Ohio,OH,39131,Pike,39131,"Pike County, Ohio",0.7011,440.2817909,27914,0,12940,76,11037,353,9048,1018,571,170,2600,400,3113,419,1339,331,33,3.7,5,1.5,23.6,3.5,16.1,2.2,4.8,1.2,0.9655,0.5632,0.2069,0.9425,0.1724,2.8505,0.6207,4901,73,6567,42,6249,510,665,187,13,91,17.6,0.3,23.5,0.2,22.6,1.8,6,1.7,0,0.3,0.3333,0.7701,0.9655,0.5977,0,2.6666,0.6782,1364,390,4.9,1.4,0.1839,0.1839,0.1839,330,105,3352,419,219,131,806,209,453,161,2.6,0.8,25.9,3.3,2,1.2,7.3,1.9,1.6,0.6,0.3218,0.977,0.8621,0.7011,0.3793,3.2413,0.8851,8.9423,27231,5875,885,284,181,229,182,27,38,172,102,88,125,553,198,11,11,21.4,0.1,1,0.6,0.8,0.7,0.1,0.1,0.6,0.4,0.3,0.4,2,0.7,0,0.1,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4
39,Ohio,OH,39133,Portage,39133,"Portage County, Ohio",0.3793,487.4046292,162476,0,69437,191,62785,667,29581,1914,5157,718,16245,921,7924,708,8810,1098,19.1,1.2,5.8,0.8,25.9,1.4,7.5,0.7,5.5,0.7,0.3563,0.7701,0.8506,0.1609,0.3678,2.5057,0.4598,26780,181,30309,62,21273,1112,3282,381,663,221,16.5,0.1,18.7,0,13.2,0.7,5.2,0.6,0.4,0.1,0.1839,0.0345,0.2184,0.2759,0.3448,1.0575,0,18355,1062,11.3,0.7,0.6897,0.6897,0.6897,6243,599,4954,416,571,153,4154,549,7290,436,9,0.9,7.1,0.6,0.9,0.2,6.6,0.9,4.5,0.3,0.8736,0.5862,0.2184,0.5517,0.8276,3.0575,0.8276,7.3104,145241,17749,1644,6794,505,3106,0,3032,262,155,108,23,30,5079,874,166,166,11.4,0,4.2,0.3,1.9,0,1.9,0.2,0.1,0.1,0,0.1,3.1,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39135,Preble,39135,"Preble County, Ohio",0.0575,424.2261505,40995,0,17929,82,16417,250,6407,638,659,128,2912,312,2734,295,2246,429,15.9,1.6,3.2,0.6,17.7,1.9,9.5,1,5.5,1.1,0.1264,0.092,0.2644,0.4368,0.3678,1.2874,0.1494,7848,64,9196,44,6455,528,721,152,66,94,19.1,0.2,22.4,0.1,15.9,1.3,4.4,0.9,0.2,0.2,0.7011,0.4713,0.5402,0.1494,0.1149,1.9769,0.1264,1586,210,3.9,0.5,0.0805,0.0805,0.0805,293,98,570,124,180,97,805,184,437,141,1.6,0.5,3.2,0.7,1.1,0.6,4.9,1.1,1.1,0.3,0.1264,0.2184,0.3563,0.2874,0.1264,1.1149,0.046,4.4597,30341,5131,646,298,117,388,0,109,50,48,49,3,5,737,161,3,3,12.7,0,0.7,0.3,0.9,0,0.3,0.1,0.1,0.1,0,0.1,1.8,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39137,Putnam,39137,"Putnam County, Ohio",0.0115,482.5439522,33836,0,13954,70,13301,172,4190,570,561,161,1901,255,1369,197,1011,233,12.5,1.7,3.2,0.9,14.3,1.9,6.1,0.9,3,0.7,0.0575,0.092,0.092,0.069,0,0.3105,0,5871,57,8648,27,3247,300,635,162,209,145,17.4,0.2,25.6,0.1,9.7,0.9,4.8,1.2,0.7,0.5,0.2874,0.9655,0.023,0.2069,0.7471,2.2299,0.3218,2678,146,7.9,0.4,0.5057,0.5057,0.5057,145,63,700,138,116,59,375,98,299,168,1,0.5,5,1,0.9,0.4,2.8,0.7,0.9,0.5,0.0345,0.4023,0.2184,0.0345,0.046,0.7357,0,3.7818,27137,3589,485,139,34,2134,0,43,25,3,5,0,26,281,41,78,78,10.7,0.1,0.4,0.1,6.3,0,0.1,0.1,0,0.1,0,0.1,0.8,0.1,0.2,0.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39139,Richland,39139,"Richland County, Ohio",0.954,495.2266245,121043,0,54149,168,48967,576,27802,1528,3118,518,12205,875,10283,717,8314,926,24.5,1.3,5.7,0.9,24.9,1.8,12.1,0.8,7.3,0.8,0.6552,0.7471,0.7701,0.7356,0.7701,3.6781,0.8851,23602,111,26271,0,19389,1068,3314,422,383,177,19.5,0.1,21.7,0,16.9,0.9,6.8,0.9,0.3,0.2,0.7816,0.2874,0.7356,0.7701,0.2759,2.8506,0.8276,18155,929,15,0.8,0.8276,0.8276,0.8276,3233,439,2171,310,702,198,4496,498,7047,367,6,0.8,4,0.6,1.4,0.4,9.2,1,5.8,0.3,0.7586,0.2644,0.5172,0.8736,0.8966,3.3104,0.931,10.6667,124373,17337,1376,10348,553,2425,0,901,148,161,57,92,101,3649,598,579,579,15.2,0.1,8.5,0.5,2,0,0.7,0.1,0.1,0.1,0.1,0.1,3,0.5,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39141,Ross,39141,"Ross County, Ohio",0.8506,689.1654653,76816,0,32060,183,29080,458,18347,1495,1984,363,6959,611,6065,543,4402,620,25.9,2.1,6,1.1,23.9,2.1,11.1,1,6.2,0.9,0.7586,0.8391,0.6437,0.6667,0.6207,3.5288,0.8506,12773,91,16331,18,14480,732,1916,363,139,147,16.6,0.1,21.3,0,20.4,1,6.6,1.2,0.2,0.2,0.1954,0.2529,0.8966,0.7471,0.1149,2.2069,0.3103,8165,458,10.6,0.6,0.6322,0.6322,0.6322,1261,299,4421,472,393,143,1998,371,5863,403,3.9,0.9,13.8,1.5,1.4,0.5,6.9,1.3,7.6,0.5,0.5517,0.8046,0.5172,0.5862,0.9425,3.4022,0.954,9.7701,72453,9921,1067,4241,288,1015,0,390,61,30,30,15,19,2326,330,148,148,14,0.1,5.5,0.4,1.3,0,0.5,0.1,0,0.1,0,0.1,3,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
39,Ohio,OH,39143,Sandusky,39143,"Sandusky County, Ohio",0.5057,408.2453443,58801,0,26347,107,23825,362,12088,1138,1322,239,4748,473,3499,393,3335,660,21.1,2,4.5,0.8,19.9,2,8.5,1,5.8,1.1,0.4713,0.3678,0.5287,0.3333,0.5057,2.2068,0.3678,11022,66,13286,191,8858,638,1296,294,320,147,18.7,0.1,22.6,0.3,15.3,1.1,5.4,1.2,0.6,0.3,0.6207,0.5172,0.4598,0.3678,0.6552,2.6207,0.6437,9538,449,16.2,0.8,0.8506,0.8506,0.8506,857,183,1461,248,260,114,1406,240,1352,225,3.3,0.7,5.5,0.9,1.1,0.5,5.9,1,2.3,0.4,0.4598,0.4368,0.3563,0.3793,0.5747,2.2069,0.3448,7.885,56160,8573,926,1522,227,5984,0,234,117,278,62,12,20,1433,236,75,75,14.9,0.1,2.6,0.4,10.2,0,0.4,0.2,0.5,0.1,0,0.1,2.4,0.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39145,Scioto,39145,"Scioto County, Ohio",0.9425,610.1443384,75441,0,34568,161,29561,595,24883,1693,2038,386,7509,700,7559,652,4144,620,34.6,2.3,6.9,1.3,25.4,2.3,14.3,1.2,5.7,0.9,0.9885,0.931,0.6552,0.8851,0.4713,3.9311,0.977,13707,103,16389,0,16872,764,1567,285,130,106,18.2,0.1,21.7,0,23.2,1,5.3,1,0.2,0.1,0.4943,0.2874,1,0.3333,0.1149,2.2299,0.3218,5160,348,6.8,0.5,0.3678,0.3678,0.3678,1896,291,4781,443,578,205,2294,314,3614,372,5.5,0.8,13.8,1.3,2,0.7,7.8,1.1,4.8,0.5,0.7011,0.8046,0.8621,0.7701,0.8391,3.977,0.9885,10.5058,73086,13324,1243,2190,177,1082,0,330,40,164,116,6,12,1307,241,81,81,18.6,0.1,2.9,0.2,1.4,0,0.4,0.1,0.2,0.2,0,0.1,1.7,0.3,0.1,0.1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
39,Ohio,OH,39147,Seneca,39147,"Seneca County, Ohio",0.3103,551.0261365,55251,0,24157,143,21759,346,11499,953,1155,219,4142,400,2956,322,2925,513,22.1,1.8,4.2,0.8,19,1.8,7.9,0.9,5.4,0.9,0.5287,0.2759,0.4828,0.2299,0.3103,1.8276,0.2759,9858,94,12051,44,7932,579,1346,216,221,157,17.8,0.2,21.8,0.1,14.6,1.1,6.2,1,0.4,0.3,0.3908,0.3103,0.4023,0.6897,0.3448,2.1379,0.2299,5903,306,10.7,0.6,0.6552,0.6552,0.6552,833,163,1021,194,143,83,1382,295,3164,346,3.4,0.7,4.2,0.8,0.7,0.4,6.4,1.4,5.7,0.6,0.4943,0.2989,0.0575,0.4828,0.8851,2.2186,0.3678,6.8393,48567,7401,1061,1606,183,2928,0,353,72,65,41,0,29,867,209,84,84,14.2,0.1,2.9,0.3,5.3,0,0.6,0.1,0.1,0.1,0,0.1,1.6,0.4,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39149,Shelby,39149,"Shelby County, Ohio",0.3218,407.6936883,48610,0,20497,86,18670,335,8875,891,1346,304,3440,396,3388,379,2215,296,18.5,1.9,5.2,1.2,18.4,2.1,10.4,1.2,4.6,0.6,0.2989,0.6437,0.3908,0.6207,0.1379,2.092,0.3563,8078,117,12113,35,6794,590,1055,187,251,160,16.6,0.2,24.9,0.1,14.1,1.2,5.7,1,0.6,0.4,0.1954,0.954,0.3448,0.5287,0.6552,2.6781,0.6897,3697,395,7.6,0.8,0.4598,0.4598,0.4598,851,186,839,186,413,127,687,154,476,202,4.2,0.9,4.1,0.9,2.2,0.7,3.7,0.8,1,0.4,0.5977,0.2759,0.9425,0.1034,0.0805,2,0.2644,7.2299,52954,5046,770,1152,201,759,0,423,132,84,77,0,26,1132,229,147,147,10.5,0,2.4,0.4,1.6,0,0.9,0.3,0.2,0.2,0,0.1,2.3,0.5,0.3,0.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2
39,Ohio,OH,39151,Stark,39151,"Stark County, Ohio",0.5747,575.2649575,371516,0,166995,263,154322,864,78522,2783,9618,827,35289,1399,20581,1163,20574,1535,21.7,0.8,5.1,0.4,22.9,0.9,7.9,0.4,5.6,0.4,0.5057,0.5977,0.931,0.2299,0.4368,2.7011,0.5517,72224,0,79829,0,48810,1466,10565,791,1534,328,19.4,0,21.5,0,13.3,0.4,6.8,0.5,0.4,0.1,0.7471,0.2644,0.2414,0.7701,0.3448,2.3678,0.4253,52176,1621,14,0.4,0.7931,0.7931,0.7931,10256,745,2998,293,1394,267,10805,701,8998,748,6.1,0.4,1.8,0.2,0.9,0.2,7,0.5,2.4,0.2,0.7816,0.1149,0.2184,0.6207,0.6322,2.3678,0.4368,8.2298,368668,41914,2311,27273,1059,7934,0,3253,243,386,163,12,21,12387,1085,931,931,11.6,0,7.3,0.3,2.1,0,0.9,0.1,0.1,0.1,0,0.1,3.3,0.3,0.3,0.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39153,Summit,39153,"Summit County, Ohio",0.6897,412.7930471,540810,0,246163,322,226721,1326,111337,3674,16590,1147,57504,1920,30128,1638,30810,1976,21,0.7,5.8,0.4,25.4,0.8,7.9,0.4,5.8,0.4,0.4483,0.7701,0.954,0.2299,0.5057,2.908,0.6437,96986,21,113436,30,72129,2250,16222,1112,8450,1211,17.9,0.1,21,0,13.5,0.4,7.2,0.5,1.7,0.2,0.4138,0.2299,0.2759,0.8391,0.977,2.7357,0.7356,128391,2390,23.7,0.4,0.931,0.931,0.931,26206,1208,1997,341,1850,327,18363,937,9596,641,10.6,0.5,0.8,0.1,0.8,0.1,8.1,0.4,1.8,0.1,0.931,0.0115,0.1264,0.8046,0.4598,2.3333,0.4023,8.908,563881,55619,2862,76916,1387,12164,0,19903,674,750,174,44,28,17493,1608,1121,1121,10.5,0,14.2,0.3,2.2,0,3.7,0.1,0.1,0.1,0,0.1,3.2,0.3,0.2,0.1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4
39,Ohio,OH,39155,Trumbull,39155,"Trumbull County, Ohio",0.8391,618.1006354,199144,0,95671,331,85917,852,52083,1901,4322,502,20583,1078,15152,845,12310,952,26.7,1,4.8,0.6,24,1.2,10.6,0.6,6.3,0.5,0.8391,0.4598,0.8736,0.6322,0.6322,3.4369,0.8046,42832,146,40842,0,31052,1444,5154,492,649,192,21.5,0.1,20.5,0,15.9,0.7,6,0.6,0.3,0.1,0.9195,0.1379,0.5402,0.5977,0.2759,2.4712,0.5287,26676,1120,13.4,0.6,0.7701,0.7701,0.7701,5245,505,4467,462,1276,267,6497,667,3992,728,5.5,0.5,4.7,0.5,1.5,0.3,7.6,0.8,2,0.4,0.7011,0.3908,0.5747,0.7241,0.4943,2.885,0.6897,9.5632,180991,33723,2154,15979,679,3739,0,1052,197,195,109,175,219,5273,799,263,263,17.3,0.1,8,0.3,1.9,0,0.5,0.1,0.1,0.1,0.1,0.1,2.6,0.4,0.1,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39157,Tuscarawas,39157,"Tuscarawas County, Ohio",0.7931,567.3885852,92165,0,40247,166,36906,462,20501,1645,2516,485,8259,742,8203,829,7284,1072,22.6,1.8,5.5,1,22.4,2,12.9,1.3,8,1.2,0.5862,0.6782,0.6667,0.8046,0.8276,3.5633,0.8621,17999,128,21180,70,13521,857,1547,293,789,288,19.5,0.1,23,0.1,14.8,0.9,4.2,0.8,0.9,0.3,0.7816,0.6092,0.4368,0.092,0.8506,2.7702,0.7816,5420,245,5.9,0.3,0.3103,0.3103,0.3103,1133,231,3705,472,693,231,2618,332,1102,265,2.8,0.6,9.2,1.2,1.9,0.6,7.1,0.9,1.2,0.3,0.3563,0.7011,0.7931,0.6552,0.2299,2.7356,0.6092,9.3794,89709,16572,1359,474,95,2806,0,360,114,77,72,0,29,1651,165,52,52,18.2,0.1,0.5,0.1,3,0,0.4,0.1,0.1,0.1,0,0.1,1.8,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39159,Union,39159,"Union County, Ohio",0.0345,431.7588086,57871,0,21778,104,20695,241,5454,847,846,235,3372,462,2251,293,2227,423,10,1.6,2.8,0.8,16.3,2.2,5.7,0.8,4.1,0.8,0.023,0.0575,0.3678,0.0345,0.0805,0.5633,0.023,7069,87,14305,89,5684,609,1002,242,150,124,12.2,0.2,24.7,0.2,10.4,1.1,4.8,1.2,0.3,0.2,0.0115,0.9425,0.0345,0.2069,0.2759,1.4713,0.069,6423,446,11.1,0.8,0.6782,0.6782,0.6782,626,184,894,258,142,84,562,144,3134,261,2.9,0.8,4.1,1.2,0.7,0.4,2.7,0.7,5.4,0.5,0.3678,0.2759,0.0575,0.0115,0.8736,1.5863,0.1379,4.2991,66415,3498,668,1403,160,1071,0,2419,207,134,79,37,54,1276,327,83,83,6.4,0,2.4,0.3,1.9,0,4.2,0.4,0.2,0.1,0.1,0.1,2.2,0.6,0.1,0.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39161,Van Wert,39161,"Van Wert County, Ohio",0.0805,409.1495307,28213,0,12724,71,11640,187,4892,530,737,208,2035,243,1515,228,1044,258,17.6,1.9,5.1,1.4,17.5,2.1,7.8,1.2,3.7,0.9,0.2529,0.5977,0.1264,0.1954,0.046,1.2184,0.1149,5302,36,6606,31,4013,326,633,138,161,128,18.8,0.1,23.4,0.1,14.4,1.2,5.4,1.2,0.6,0.5,0.6667,0.7471,0.3908,0.3678,0.6552,2.8276,0.8161,1835,109,6.5,0.4,0.3448,0.3448,0.3448,236,75,645,128,72,45,479,111,309,78,1.9,0.6,5.1,1,0.6,0.4,4.1,1,1.1,0.3,0.1609,0.4138,0.023,0.1379,0.1264,0.862,0.0115,5.2528,25193,4274,590,262,61,1016,0,78,34,6,14,0,23,466,81,7,7,15.3,0,0.9,0.2,3.6,0,0.3,0.1,0,0.1,0,0.1,1.7,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39163,Vinton,39163,"Vinton County, Ohio",0.5517,412.3600897,13045,0,6272,42,5221,216,4138,539,337,140,1106,216,1935,238,1020,256,32,4.2,5.8,2.3,21.2,4,21.1,2.6,7.9,2,0.931,0.7701,0.023,0.9885,0.8046,3.5172,0.8391,2283,11,2907,65,2665,306,285,114,28,81,17.5,0.1,22.3,0.5,20.6,2.4,5.5,2.2,0.2,0.7,0.2989,0.4253,0.9195,0.4368,0.1149,2.1954,0.2759,460,195,3.5,1.5,0.023,0.023,0.023,70,34,1935,254,102,91,340,130,103,62,1.1,0.5,30.9,4,2,1.7,6.5,2.4,0.8,0.5,0.046,1,0.8621,0.5172,0.0115,2.4368,0.4598,8.1724,9939,3207,539,8,10,177,146,31,49,11,21,0,19,233,117,0,0,24.8,0.1,0.1,0.1,1.4,1.1,0.2,0.4,0.1,0.2,0,0.3,1.8,0.9,0,0.3,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4
39,Ohio,OH,39165,Warren,39165,"Warren County, Ohio",0.1034,401.4268868,232540,0,88418,357,84127,613,21155,2146,4062,759,15279,1094,9309,697,8190,922,9.4,1,3.4,0.6,18.2,1.3,5.9,0.4,3.6,0.4,0.0115,0.1494,0.8391,0.046,0.0115,1.0575,0.092,33578,107,57263,0,23484,1520,3886,459,1675,423,14.4,0.1,24.6,0,10.4,0.7,4.6,0.5,0.8,0.2,0.0575,0.931,0.0345,0.1609,0.8161,2,0.1379,33938,797,14.6,0.3,0.8046,0.8046,0.8046,5309,598,1009,306,692,215,2190,370,7566,898,6,0.7,1.1,0.3,0.8,0.3,2.6,0.4,3.3,0.4,0.7586,0.0575,0.1264,0,0.7356,1.6781,0.1724,5.5402,222215,11689,1747,8068,339,6771,0,14179,375,157,96,0,29,4426,553,337,337,5.2,0,3.5,0.1,2.9,0,6.1,0.2,0.1,0.1,0,0.1,1.9,0.2,0.1,0.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39167,Washington,39167,"Washington County, Ohio",0.5287,631.9737714,60217,0,28247,126,24803,430,13119,1054,1302,269,5273,480,4075,446,4215,595,22.5,1.8,4.6,0.9,21.3,1.9,9.4,1,7.1,1,0.5632,0.4253,0.5517,0.4138,0.7471,2.7011,0.5517,12583,97,11854,52,11506,713,1278,214,92,126,20.9,0.2,19.7,0.1,19.3,1.2,5.2,0.9,0.2,0.2,0.8851,0.069,0.8391,0.2759,0.1149,2.184,0.2644,3042,349,5.1,0.6,0.2299,0.2299,0.2299,1178,202,3228,367,338,143,1345,224,1653,247,4.2,0.7,11.4,1.3,1.4,0.6,5.4,0.9,2.7,0.4,0.5977,0.7471,0.5172,0.3678,0.6437,2.8735,0.6782,7.9885,60835,10727,1059,753,136,666,0,440,85,237,85,0,29,946,197,0,0,18.3,0.1,1.3,0.2,1.1,0,0.7,0.1,0.4,0.1,0,0.1,1.6,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39169,Wayne,39169,"Wayne County, Ohio",0.7586,554.7888263,116063,0,46773,203,44238,420,21052,1346,1905,334,8553,578,10100,632,14680,1102,18.8,1.2,3.3,0.6,19.3,1.3,13.2,0.8,12.8,1,0.3333,0.1149,0.7011,0.8276,0.9885,2.9654,0.6782,20628,113,28263,53,14829,728,1643,217,1039,244,17.8,0.1,24.4,0,12.9,0.6,3.7,0.5,1,0.2,0.3908,0.9195,0.1954,0.046,0.8851,2.4368,0.4828,7412,439,6.4,0.4,0.3333,0.3333,0.3333,1487,270,3596,345,830,196,4215,446,4092,471,3.2,0.6,7.7,0.7,1.9,0.4,9.5,1,3.5,0.4,0.4138,0.6322,0.7931,0.9195,0.7471,3.5057,0.9655,9.2412,108346,19769,1453,1432,179,2379,0,1176,188,147,53,17,21,2152,305,109,109,17.7,0.1,1.2,0.2,2,0,1,0.2,0.1,0.1,0,0.1,1.9,0.3,0.1,0.1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3
39,Ohio,OH,39171,Williams,39171,"Williams County, Ohio",0.1609,420.6596251,36760,0,16652,149,15266,268,6531,742,701,207,2933,310,2197,293,1908,357,18.3,2.1,3.8,1.1,19.2,2,8.6,1.1,5.3,1,0.2874,0.2069,0.2759,0.3563,0.2874,1.4139,0.1609,6918,56,8369,18,6009,549,650,180,140,108,18.8,0.2,22.8,0,16.8,1.5,4.3,1.2,0.4,0.3,0.6667,0.5517,0.7011,0.1034,0.3448,2.3677,0.4138,2793,125,7.6,0.3,0.4598,0.4598,0.4598,399,144,1013,175,92,58,708,177,1007,330,2.4,0.9,6.1,1,0.6,0.4,4.6,1.2,2.7,0.9,0.2874,0.4828,0.023,0.2184,0.6437,1.6553,0.1609,5.8967,35672,4219,643,391,67,1722,0,212,25,72,34,16,21,369,68,11,11,11.8,0.1,1.1,0.2,4.7,0,0.6,0.1,0.2,0.1,0,0.1,1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
